Season,TradeID,Date,Trade,Acquiring Team,Asset Type,Asset,Position,Notes
2018-19,2019-06-18-PHI-SJS,2019-06-18,PHI / SJS,PHI,Player,Justin Braun,RD,
2018-19,2019-06-18-PHI-SJS,2019-06-18,PHI / SJS,SJS,Draft Pick,2020 3rd Round,,
2018-19,2019-06-18-PHI-SJS,2019-06-18,PHI / SJS,SJS,Draft Pick,2019 2nd Round,,
2018-19,2019-06-17-NYR-WPG,2019-06-17,NYR / WPG,NYR,Player,Jacob Trouba,RD,
2018-19,2019-06-17-NYR-WPG,2019-06-17,NYR / WPG,WPG,Player,Neal Pionk,RD,
2018-19,2019-06-17-NYR-WPG,2019-06-17,NYR / WPG,WPG,Draft Pick,2019 1st Round,,
2018-19,2019-06-15-CHI-PIT,2019-06-15,CHI / PIT,CHI,Player,Olli Määttä,,
2018-19,2019-06-15-CHI-PIT,2019-06-15,CHI / PIT,PIT,Draft Pick,2019 5th Round,,
2018-19,2019-06-15-CHI-PIT,2019-06-15,CHI / PIT,PIT,Player,Dominik Kahun,C,
2018-19,2019-06-14-TBL-NSH,2019-06-14,TBL / NSH,TBL,Draft Pick,2021 7th Round,,
2018-19,2019-06-14-TBL-NSH,2019-06-14,TBL / NSH,NSH,Player,Connor Ingram,G,
2018-19,2019-06-14-PHI-WSH,2019-06-14,PHI / WSH,PHI,Player,Matt Niskanen,RD,
2018-19,2019-06-14-PHI-WSH,2019-06-14,PHI / WSH,WSH,Player,Radko Gudas,RD,30% retained
2018-19,2019-06-03-PHI-WPG,2019-06-03,PHI / WPG,PHI,Player,Kevin Hayes,C,
2018-19,2019-06-03-PHI-WPG,2019-06-03,PHI / WPG,WPG,Draft Pick,2019 5th Round,,
2018-19,2019-05-30-TOR-MIN,2019-05-30,TOR / MIN,TOR,Draft Pick,2020 7th Round,,
2018-19,2019-05-30-TOR-MIN,2019-05-30,TOR / MIN,MIN,Player,Fedor Gordeev,LD,
2018-19,2019-04-30-NYR-CAR,2019-04-30,NYR / CAR,NYR,Player,Adam Fox,RD,
2018-19,2019-04-30-NYR-CAR,2019-04-30,NYR / CAR,CAR,Draft Pick,2019 2nd Round,,
2018-19,2019-04-30-NYR-CAR,2019-04-30,NYR / CAR,CAR,Draft Pick,2020 2nd Round,,conditional
2018-19,2019-02-25-VAN-SJS,2019-02-25,VAN / SJS,VAN,Player,Linus Karlsson,RW,
2018-19,2019-02-25-VAN-SJS,2019-02-25,VAN / SJS,SJS,Player,Jonathan Dahlen,LW,
2018-19,2019-02-25-NYR-CBJ,2019-02-25,NYR / CBJ,NYR,Draft Pick,2019 7th Round,,
2018-19,2019-02-25-NYR-CBJ,2019-02-25,NYR / CBJ,NYR,Draft Pick,2019 4th Round,,
2018-19,2019-02-25-NYR-CBJ,2019-02-25,NYR / CBJ,NYR,Player,Julius Bergman,RD,
2018-19,2019-02-25-NYR-CBJ,2019-02-25,NYR / CBJ,CBJ,Player,Adam McQuaid,RD,
2018-19,2019-02-25-MTL-UTA,2019-02-25,MTL / UTA,MTL,Player,Jordan Weal,C,
2018-19,2019-02-25-MTL-UTA,2019-02-25,MTL / UTA,UTA,Player,Michael Chaput,C,
2018-19,2019-02-25-BUF-WPG,2019-02-25,BUF / WPG,BUF,Draft Pick,2019 6th Round,,
2018-19,2019-02-25-BUF-WPG,2019-02-25,BUF / WPG,WPG,Player,Nathan Beaulieu,LD,
2018-19,2019-02-25-WPG-MIN,2019-02-25,WPG / MIN,WPG,Player,Matt Hendricks,C,
2018-19,2019-02-25-WPG-MIN,2019-02-25,WPG / MIN,MIN,Draft Pick,2020 7th Round,,
2018-19,2019-02-25-WPG-CBJ,2019-02-25,WPG / CBJ,WPG,Player,Alex Broadhurst,C,
2018-19,2019-02-25-WPG-CBJ,2019-02-25,WPG / CBJ,CBJ,Other,Future Considerations,,
2018-19,2019-02-25-TOR-WPG,2019-02-25,TOR / WPG,TOR,Player,Nic Petan,LW,
2018-19,2019-02-25-TOR-WPG,2019-02-25,TOR / WPG,WPG,Player,Par Lindholm,C,
2018-19,2019-02-25-STL-ANA,2019-02-25,STL / ANA,STL,Player,Michael Del Zotto,LD,
2018-19,2019-02-25-STL-ANA,2019-02-25,STL / ANA,ANA,Draft Pick,2019 6th Round,,
2018-19,2019-02-25-PIT-VAN,2019-02-25,PIT / VAN,PIT,Player,Erik Gudbranson,RD,
2018-19,2019-02-25-PIT-VAN,2019-02-25,PIT / VAN,VAN,Player,Tanner Pearson,RW,
2018-19,2019-02-25-PIT-FLA,2019-02-25,PIT / FLA,PIT,Player,Chris Wideman,RD,
2018-19,2019-02-25-PIT-FLA,2019-02-25,PIT / FLA,FLA,Player,Jean-Sebastien Dea,C,
2018-19,2019-02-25-PHI-NSH,2019-02-25,PHI / NSH,PHI,Player,Ryan Hartman,C,
2018-19,2019-02-25-PHI-NSH,2019-02-25,PHI / NSH,PHI,Draft Pick,2020 4th Round,,conditional
2018-19,2019-02-25-PHI-NSH,2019-02-25,PHI / NSH,NSH,Player,Wayne Simmonds,RW,
2018-19,2019-02-25-OTT-VGK,2019-02-25,OTT / VGK,OTT,Draft Pick,2020 2nd Round,,
2018-19,2019-02-25-OTT-VGK,2019-02-25,OTT / VGK,OTT,Player,Oscar Lindberg,LW,
2018-19,2019-02-25-OTT-VGK,2019-02-25,OTT / VGK,OTT,Player,Erik Brännström,LD,
2018-19,2019-02-25-OTT-VGK,2019-02-25,OTT / VGK,VGK,Player,Mark Stone,RW,
2018-19,2019-02-25-OTT-VGK,2019-02-25,OTT / VGK,VGK,Player,Tobias Lindberg,RW,
2018-19,2019-02-25-OTT-ANA,2019-02-25,OTT / ANA,OTT,Player,Brian Gibbons,C,
2018-19,2019-02-25-OTT-ANA,2019-02-25,OTT / ANA,ANA,Player,Patrick Sieloff,LD,
2018-19,2019-02-25-NYR-WPG,2019-02-25,NYR / WPG,NYR,Player,Brendan Lemieux,LW,
2018-19,2019-02-25-NYR-WPG,2019-02-25,NYR / WPG,NYR,Draft Pick,2019 1st Round,,
2018-19,2019-02-25-NYR-WPG,2019-02-25,NYR / WPG,NYR,Draft Pick,2022 4th Round,,conditional
2018-19,2019-02-25-NYR-WPG,2019-02-25,NYR / WPG,WPG,Player,Kevin Hayes,C,
2018-19,2019-02-25-NSH-MIN,2019-02-25,NSH / MIN,NSH,Player,Mikael Granlund,C,
2018-19,2019-02-25-NSH-MIN,2019-02-25,NSH / MIN,MIN,Player,Kevin Fiala,LW,
2018-19,2019-02-25-NJD-CBJ,2019-02-25,NJD / CBJ,NJD,Draft Pick,2022 5th Round,,
2018-19,2019-02-25-NJD-CBJ,2019-02-25,NJD / CBJ,CBJ,Player,Keith Kinkaid,G,
2018-19,2019-02-25-LAK-CGY,2019-02-25,LAK / CGY,LAK,Draft Pick,2020 4th Round,,conditional
2018-19,2019-02-25-LAK-CGY,2019-02-25,LAK / CGY,CGY,Player,Oscar Fantenberg,LD,
2018-19,2019-02-25-FLA-WPG,2019-02-25,FLA / WPG,FLA,Draft Pick,2021 7th Round,,
2018-19,2019-02-25-FLA-WPG,2019-02-25,FLA / WPG,WPG,Player,Bogdan Kiselevich,LD,
2018-19,2019-02-25-DET-SJS,2019-02-25,DET / SJS,DET,Draft Pick,2019 2nd Round,,
2018-19,2019-02-25-DET-SJS,2019-02-25,DET / SJS,DET,Draft Pick,2020 3rd Round,,conditional
2018-19,2019-02-25-DET-SJS,2019-02-25,DET / SJS,SJS,Player,Gustav Nyquist,RW,30% retained
2018-19,2019-02-25-COL-FLA,2019-02-25,COL / FLA,COL,Player,Derick Brassard,C,
2018-19,2019-02-25-COL-FLA,2019-02-25,COL / FLA,COL,Draft Pick,2020 6th Round,,conditional
2018-19,2019-02-25-COL-FLA,2019-02-25,COL / FLA,FLA,Draft Pick,2020 3rd Round,,
2018-19,2019-02-25-CAR-FLA,2019-02-25,CAR / FLA,CAR,Other,Future Considerations,,
2018-19,2019-02-25-CAR-FLA,2019-02-25,CAR / FLA,FLA,Player,Cliff Pu,RW,
2018-19,2019-02-25-BOS-NJD,2019-02-25,BOS / NJD,BOS,Player,Marcus Johansson,LW,39.999995636363316% retained
2018-19,2019-02-25-BOS-NJD,2019-02-25,BOS / NJD,NJD,Draft Pick,2019 2nd Round,,
2018-19,2019-02-25-BOS-NJD,2019-02-25,BOS / NJD,NJD,Draft Pick,2020 4th Round,,
2018-19,2019-02-24-TOR-NSH,2019-02-24,TOR / NSH,TOR,Player,Nicholas Baptiste,RW,
2018-19,2019-02-24-TOR-NSH,2019-02-24,TOR / NSH,NSH,Other,Future Considerations,,
2018-19,2019-02-24-CHI-LAK,2019-02-24,CHI / LAK,CHI,Player,Spencer Watson,RW,
2018-19,2019-02-24-CHI-LAK,2019-02-24,CHI / LAK,LAK,Player,Matheson Iacopelli,RW,
2018-19,2019-02-24-BUF-ANA,2019-02-24,BUF / ANA,BUF,Player,Brandon Montour,RD,
2018-19,2019-02-24-BUF-ANA,2019-02-24,BUF / ANA,ANA,Draft Pick,2019 1st Round,,
2018-19,2019-02-24-BUF-ANA,2019-02-24,BUF / ANA,ANA,Player,Brendan Guhle,LD,
2018-19,2019-02-23-NYR-DAL,2019-02-23,NYR / DAL,NYR,Draft Pick,2019 2nd Round,,conditional
2018-19,2019-02-23-NYR-DAL,2019-02-23,NYR / DAL,NYR,Draft Pick,2020 3rd Round,,conditional
2018-19,2019-02-23-NYR-DAL,2019-02-23,NYR / DAL,DAL,Player,Mats Zuccarello,RW,30% retained
2018-19,2019-02-23-OTT-CBJ,2019-02-23,OTT / CBJ,OTT,Player,Anthony Duclair,LW,
2018-19,2019-02-23-OTT-CBJ,2019-02-23,OTT / CBJ,OTT,Draft Pick,2021 2nd Round,,
2018-19,2019-02-23-OTT-CBJ,2019-02-23,OTT / CBJ,OTT,Draft Pick,2020 2nd Round,,
2018-19,2019-02-23-OTT-CBJ,2019-02-23,OTT / CBJ,CBJ,Draft Pick,2019 7th Round,,
2018-19,2019-02-23-OTT-CBJ,2019-02-23,OTT / CBJ,CBJ,Player,Ryan Dzingel,C,
2018-19,2019-02-23-DAL-NJD,2019-02-23,DAL / NJD,DAL,Player,Ben Lovejoy,RD,
2018-19,2019-02-23-DAL-NJD,2019-02-23,DAL / NJD,NJD,Draft Pick,2019 3rd Round,,
2018-19,2019-02-23-DAL-NJD,2019-02-23,DAL / NJD,NJD,Player,Connor Carrick,RD,
2018-19,2019-02-22-SJS-FLA,2019-02-22,SJS / FLA,SJS,Other,Future Considerations,,
2018-19,2019-02-22-SJS-FLA,2019-02-22,SJS / FLA,FLA,Player,Vincent Praplan,C,
2018-19,2019-02-22-OTT-CBJ,2019-02-22,OTT / CBJ,OTT,Player,Jonathan Davidsson,RW,
2018-19,2019-02-22-OTT-CBJ,2019-02-22,OTT / CBJ,OTT,Player,Vitaly Abramov,LW,
2018-19,2019-02-22-OTT-CBJ,2019-02-22,OTT / CBJ,OTT,Draft Pick,2020 1st Round,,conditional
2018-19,2019-02-22-OTT-CBJ,2019-02-22,OTT / CBJ,OTT,Draft Pick,2019 1st Round,,conditional
2018-19,2019-02-22-OTT-CBJ,2019-02-22,OTT / CBJ,CBJ,Player,Matt Duchene,C,
2018-19,2019-02-22-OTT-CBJ,2019-02-22,OTT / CBJ,CBJ,Player,Julius Bergman,RD,
2018-19,2019-02-22-DET-WSH,2019-02-22,DET / WSH,DET,Draft Pick,2020 2nd Round,,
2018-19,2019-02-22-DET-WSH,2019-02-22,DET / WSH,DET,Player,Madison Bowey,RD,
2018-19,2019-02-22-DET-WSH,2019-02-22,DET / WSH,WSH,Draft Pick,2019 5th Round,,
2018-19,2019-02-22-DET-WSH,2019-02-22,DET / WSH,WSH,Player,Nick Jensen,RD,
2018-19,2019-02-21-LAK-WSH,2019-02-21,LAK / WSH,LAK,Draft Pick,2020 6th Round,,conditional
2018-19,2019-02-21-LAK-WSH,2019-02-21,LAK / WSH,LAK,Draft Pick,2019 3rd Round,,
2018-19,2019-02-21-LAK-WSH,2019-02-21,LAK / WSH,WSH,Player,Carl Hagelin,LW,46.875% retained
2018-19,2019-02-20-BOS-MIN,2019-02-20,BOS / MIN,BOS,Player,Charlie Coyle,C,
2018-19,2019-02-20-BOS-MIN,2019-02-20,BOS / MIN,MIN,Draft Pick,2019 4th Round,,conditional
2018-19,2019-02-20-BOS-MIN,2019-02-20,BOS / MIN,MIN,Player,Ryan Donato,LW,
2018-19,2019-02-18-NYR-CHI,2019-02-18,NYR / CHI,NYR,Player,Darren Raddysh,RD,
2018-19,2019-02-18-NYR-CHI,2019-02-18,NYR / CHI,CHI,Player,Peter Holland,C,
2018-19,2019-02-16-VAN-EDM,2019-02-16,VAN / EDM,VAN,Player,Ryan Spooner,C,
2018-19,2019-02-16-VAN-EDM,2019-02-16,VAN / EDM,EDM,Player,Sam Gagner,RW,
2018-19,2019-02-16-PHI-EDM,2019-02-16,PHI / EDM,PHI,Player,Cam Talbot,G,
2018-19,2019-02-16-PHI-EDM,2019-02-16,PHI / EDM,EDM,Player,Anthony Stolarz,G,
2018-19,2019-02-12-NYR-VAN,2019-02-12,NYR / VAN,NYR,Draft Pick,2020 7th Round,,
2018-19,2019-02-12-NYR-VAN,2019-02-12,NYR / VAN,VAN,Player,Marek Mazanec,G,
2018-19,2019-02-11-PIT-CBJ,2019-02-11,PIT / CBJ,PIT,Player,Blake Siebenaler,RD,
2018-19,2019-02-11-PIT-CBJ,2019-02-11,PIT / CBJ,CBJ,Draft Pick,2019 7th Round,,conditional
2018-19,2019-02-11-MTL-LAK,2019-02-11,MTL / LAK,MTL,Draft Pick,2019 5th Round,,
2018-19,2019-02-11-MTL-LAK,2019-02-11,MTL / LAK,MTL,Player,Nate Thompson,C,
2018-19,2019-02-11-MTL-LAK,2019-02-11,MTL / LAK,LAK,Draft Pick,2019 4th Round,,
2018-19,2019-02-09-MTL-PHI,2019-02-09,MTL / PHI,MTL,Player,Christian Folin,RD,18.75% retained
2018-19,2019-02-09-MTL-PHI,2019-02-09,MTL / PHI,MTL,Player,Dale Weise,RW,
2018-19,2019-02-09-MTL-PHI,2019-02-09,MTL / PHI,PHI,Player,Byron Froese,C,
2018-19,2019-02-09-MTL-PHI,2019-02-09,MTL / PHI,PHI,Player,David Schlemko,LD,
2018-19,2019-02-08-NSH-UTA,2019-02-08,NSH / UTA,NSH,Player,Laurent Dauphin,C,
2018-19,2019-02-08-NSH-UTA,2019-02-08,NSH / UTA,NSH,Player,Adam Helewka,LW,
2018-19,2019-02-08-NSH-UTA,2019-02-08,NSH / UTA,UTA,Player,Emil Pettersson,C,
2018-19,2019-02-06-NYR-NSH,2019-02-06,NYR / NSH,NYR,Draft Pick,2020 7th Round,,
2018-19,2019-02-06-NYR-NSH,2019-02-06,NYR / NSH,NSH,Player,Cody McLeod,LW,
2018-19,2019-02-06-NJD-NSH,2019-02-06,NJD / NSH,NJD,Draft Pick,2019 2nd Round,,
2018-19,2019-02-06-NJD-NSH,2019-02-06,NJD / NSH,NSH,Player,Brian Boyle,C,
2018-19,2019-02-06-COL-OTT,2019-02-06,COL / OTT,COL,Player,Max McCormick,LW,
2018-19,2019-02-06-COL-OTT,2019-02-06,COL / OTT,OTT,Player,J.C. Beaudin,,
2018-19,2019-02-01-PIT-FLA,2019-02-01,PIT / FLA,PIT,Player,Jared McCann,LW,
2018-19,2019-02-01-PIT-FLA,2019-02-01,PIT / FLA,PIT,Player,Nick Bjugstad,C,
2018-19,2019-02-01-PIT-FLA,2019-02-01,PIT / FLA,FLA,Player,Riley Sheahan,C,
2018-19,2019-02-01-PIT-FLA,2019-02-01,PIT / FLA,FLA,Draft Pick,2019 4th Round,,
2018-19,2019-02-01-PIT-FLA,2019-02-01,PIT / FLA,FLA,Draft Pick,2019 2nd Round,,
2018-19,2019-02-01-PIT-FLA,2019-02-01,PIT / FLA,FLA,Draft Pick,2019 4th Round,,
2018-19,2019-02-01-PIT-FLA,2019-02-01,PIT / FLA,FLA,Player,Derick Brassard,C,
2018-19,2019-01-30-NJD-MIN,2019-01-30,NJD / MIN,NJD,Player,Ryan Murphy,RD,
2018-19,2019-01-30-NJD-MIN,2019-01-30,NJD / MIN,MIN,Player,Michael Kapla,LD,
2018-19,2019-01-28-TOR-LAK,2019-01-28,TOR / LAK,TOR,Player,Jake Muzzin,LD,
2018-19,2019-01-28-TOR-LAK,2019-01-28,TOR / LAK,LAK,Draft Pick,2019 1st Round,,
2018-19,2019-01-28-TOR-LAK,2019-01-28,TOR / LAK,LAK,Player,Carl Grundström,LW,
2018-19,2019-01-28-TOR-LAK,2019-01-28,TOR / LAK,LAK,Player,Sean Durzi,RD,
2018-19,2019-01-28-DAL-PIT,2019-01-28,DAL / PIT,DAL,Player,Jamie Oleksiak,RD,
2018-19,2019-01-28-DAL-PIT,2019-01-28,DAL / PIT,PIT,Draft Pick,2019 4th Round,,
2018-19,2019-01-24-CHI-LAK,2019-01-24,CHI / LAK,CHI,Player,Dominik Kubalik,LW,
2018-19,2019-01-24-CHI-LAK,2019-01-24,CHI / LAK,LAK,Draft Pick,2019 5th Round,,
2018-19,2019-01-21-MIN-VGK,2019-01-21,MIN / VGK,MIN,Draft Pick,2019 6th Round,,
2018-19,2019-01-21-MIN-VGK,2019-01-21,MIN / VGK,MIN,Player,Brad Hunt,LD,
2018-19,2019-01-21-MIN-VGK,2019-01-21,MIN / VGK,VGK,Draft Pick,2019 5th Round,,conditional
2018-19,2019-01-17-VAN-ANA,2019-01-17,VAN / ANA,VAN,Draft Pick,2020 7th Round,,
2018-19,2019-01-17-VAN-ANA,2019-01-17,VAN / ANA,VAN,Player,Luke Schenn,RD,
2018-19,2019-01-17-VAN-ANA,2019-01-17,VAN / ANA,ANA,Player,Michael Del Zotto,LD,25% retained
2018-19,2019-01-17-PIT-ANA,2019-01-17,PIT / ANA,PIT,Player,Joseph Blandisi,C,
2018-19,2019-01-17-PIT-ANA,2019-01-17,PIT / ANA,ANA,Player,Derek Grant,LW,
2018-19,2019-01-17-PHI-BUF,2019-01-17,PHI / BUF,PHI,Player,Justin Bailey,RW,
2018-19,2019-01-17-PHI-BUF,2019-01-17,PHI / BUF,BUF,Player,Taylor Leier,LW,
2018-19,2019-01-17-CAR-MIN,2019-01-17,CAR / MIN,CAR,Player,Nino Niederreiter,LW,
2018-19,2019-01-17-CAR-MIN,2019-01-17,CAR / MIN,MIN,Player,Victor Rask,C,
2018-19,2019-01-16-ANA-MIN,2019-01-16,ANA / MIN,ANA,Player,Justin Kloos,C,
2018-19,2019-01-16-ANA-MIN,2019-01-16,ANA / MIN,MIN,Player,Pontus Aberg,LW,
2018-19,2019-01-14-DAL-ANA,2019-01-14,DAL / ANA,DAL,Player,Andrew Cogliano,RW,
2018-19,2019-01-14-DAL-ANA,2019-01-14,DAL / ANA,ANA,Player,Devin Shore,LW,
2018-19,2019-01-14-NYR-NSH,2019-01-14,NYR / NSH,NYR,Player,Connor Brickley,LW,
2018-19,2019-01-14-NYR-NSH,2019-01-14,NYR / NSH,NSH,Player,Cole Schneider,LW,
2018-19,2019-01-11-TOR-OTT,2019-01-11,TOR / OTT,TOR,Player,Gabriel Gagne,RW,
2018-19,2019-01-11-TOR-OTT,2019-01-11,TOR / OTT,OTT,Player,Morgan Klimchuk,LW,
2018-19,2019-01-11-PHI-UTA,2019-01-11,PHI / UTA,PHI,Draft Pick,2019 6th Round,,
2018-19,2019-01-11-PHI-UTA,2019-01-11,PHI / UTA,PHI,Player,Jacob Graves,RD,
2018-19,2019-01-11-PHI-UTA,2019-01-11,PHI / UTA,UTA,Player,Jordan Weal,C,
2018-19,2019-01-11-CHI-TBL,2019-01-11,CHI / TBL,CHI,Player,Slater Koekkoek,LD,
2018-19,2019-01-11-CHI-TBL,2019-01-11,CHI / TBL,CHI,Draft Pick,2019 5th Round,,
2018-19,2019-01-11-CHI-TBL,2019-01-11,CHI / TBL,TBL,Player,Jan Rutta,RD,
2018-19,2019-01-11-CHI-TBL,2019-01-11,CHI / TBL,TBL,Draft Pick,2019 7th Round,,
2018-19,2019-01-11-BOS-OTT,2019-01-11,BOS / OTT,BOS,Player,Paul Carey,C,
2018-19,2019-01-11-BOS-OTT,2019-01-11,BOS / OTT,OTT,Player,Cody Goloubef,RD,
2018-19,2019-01-04-WPG-VGK,2019-01-04,WPG / VGK,WPG,Player,Jimmy Oligny,LD,
2018-19,2019-01-04-WPG-VGK,2019-01-04,WPG / VGK,VGK,Other,Future Considerations,,
2018-19,2019-01-04-STL-ANA,2019-01-04,STL / ANA,STL,Player,Jared Coreau,G,
2018-19,2019-01-04-STL-ANA,2019-01-04,STL / ANA,ANA,Other,Future Considerations,,
2018-19,2019-01-02-VAN-OTT,2019-01-02,VAN / OTT,VAN,Draft Pick,2019 6th Round,,
2018-19,2019-01-02-VAN-OTT,2019-01-02,VAN / OTT,VAN,Player,Tom Pyatt,LW,
2018-19,2019-01-02-VAN-OTT,2019-01-02,VAN / OTT,VAN,Player,Mike McKenna,G,
2018-19,2019-01-02-VAN-OTT,2019-01-02,VAN / OTT,OTT,Player,Anders Nilsson,G,
2018-19,2019-01-02-VAN-OTT,2019-01-02,VAN / OTT,OTT,Player,Darren Archibald,RW,
2018-19,2018-12-30-EDM-FLA,2018-12-30,EDM / FLA,EDM,Player,Alexander Petrovic,,
2018-19,2018-12-30-EDM-FLA,2018-12-30,EDM / FLA,FLA,Draft Pick,2019 3rd Round,,
2018-19,2018-12-30-EDM-FLA,2018-12-30,EDM / FLA,FLA,Player,Chris Wideman,RD,
2018-19,2018-12-30-CHI-EDM,2018-12-30,CHI / EDM,CHI,Player,Drake Caggiula,LW,
2018-19,2018-12-30-CHI-EDM,2018-12-30,CHI / EDM,CHI,Player,Jason Garrison,LD,
2018-19,2018-12-30-CHI-EDM,2018-12-30,CHI / EDM,EDM,Player,Brandon Manning,LD,
2018-19,2018-12-30-CHI-EDM,2018-12-30,CHI / EDM,EDM,Player,Robin Norell,LD,
2018-19,2018-12-29-TOR-FLA,2018-12-29,TOR / FLA,TOR,Player,Michael Hutchinson,G,
2018-19,2018-12-29-TOR-FLA,2018-12-29,TOR / FLA,FLA,Draft Pick,2020 5th Round,,
2018-19,2018-12-28-ANA-UTA,2018-12-28,ANA / UTA,ANA,Player,Trevor Murphy,LD,
2018-19,2018-12-28-ANA-UTA,2018-12-28,ANA / UTA,UTA,Player,Giovanni Fiore,RW,
2018-19,2018-12-10-TOR-ANA,2018-12-10,TOR / ANA,TOR,Player,Steve Oleksy,RD,
2018-19,2018-12-10-TOR-ANA,2018-12-10,TOR / ANA,ANA,Player,Adam Cracknell,RW,
2018-19,2018-12-05-PIT-OTT,2018-12-05,PIT / OTT,PIT,Player,Ben Sexton,C,
2018-19,2018-12-05-PIT-OTT,2018-12-05,PIT / OTT,PIT,Player,Macoy Erkamps,RD,
2018-19,2018-12-05-PIT-OTT,2018-12-05,PIT / OTT,OTT,Player,Stefan Elliott,RD,
2018-19,2018-12-05-PIT-OTT,2018-12-05,PIT / OTT,OTT,Player,Tobias Lindberg,RW,
2018-19,2018-12-03-PIT-ANA,2018-12-03,PIT / ANA,PIT,Player,Marcus Pettersson,LD,
2018-19,2018-12-03-PIT-ANA,2018-12-03,PIT / ANA,ANA,Player,Daniel Sprong,RW,
2018-19,2018-12-03-TOR-VAN,2018-12-03,TOR / VAN,TOR,Player,Michael Carcone,RW,
2018-19,2018-12-03-TOR-VAN,2018-12-03,TOR / VAN,VAN,Player,Josh Leivo,LW,
2018-19,2018-11-27-TOR-CGY,2018-11-27,TOR / CGY,TOR,Player,Morgan Klimchuk,LW,
2018-19,2018-11-27-TOR-CGY,2018-11-27,TOR / CGY,CGY,Player,Andrew Nielsen,RD,
2018-19,2018-11-25-CHI-UTA,2018-11-25,CHI / UTA,CHI,Player,Brendan Perlini,LW,
2018-19,2018-11-25-CHI-UTA,2018-11-25,CHI / UTA,CHI,Player,Dylan Strome,C,
2018-19,2018-11-25-CHI-UTA,2018-11-25,CHI / UTA,UTA,Player,Nick Schmaltz,C,
2018-19,2018-11-22-EDM-OTT,2018-11-22,EDM / OTT,EDM,Player,Chris Wideman,RD,
2018-19,2018-11-22-EDM-OTT,2018-11-22,EDM / OTT,OTT,Draft Pick,2020 6th Round,,conditional
2018-19,2018-11-21-LAK-MIN,2018-11-21,LAK / MIN,LAK,Player,Pavel Jenys,C,
2018-19,2018-11-21-LAK-MIN,2018-11-21,LAK / MIN,MIN,Player,Stepan Falkovsky,LD,
2018-19,2018-11-16-NYR-EDM,2018-11-16,NYR / EDM,NYR,Player,Ryan Strome,C,
2018-19,2018-11-16-NYR-EDM,2018-11-16,NYR / EDM,EDM,Player,Ryan Spooner,C,22.5% retained
2018-19,2018-11-14-LAK-PIT,2018-11-14,LAK / PIT,LAK,Player,Carl Hagelin,LW,6.25% retained
2018-19,2018-11-14-LAK-PIT,2018-11-14,LAK / PIT,PIT,Player,Tanner Pearson,RW,
2018-19,2018-11-10-DAL-BUF,2018-11-10,DAL / BUF,DAL,Player,Taylor Fedun,RD,
2018-19,2018-11-10-DAL-BUF,2018-11-10,DAL / BUF,BUF,Draft Pick,2020 7th Round,,conditional
2018-19,2018-10-18-TBL-ANA,2018-10-18,TBL / ANA,TBL,Player,Mitch Hults,C,
2018-19,2018-10-18-TBL-ANA,2018-10-18,TBL / ANA,ANA,Other,Future Considerations,,
2018-19,2018-10-03-MTL-MIN,2018-10-03,MTL / MIN,MTL,Player,Gustav Olofsson,LD,
2018-19,2018-10-03-MTL-MIN,2018-10-03,MTL / MIN,MIN,Player,Will Bitten,RW,
2018-19,2018-10-01-TOR-DAL,2018-10-01,TOR / DAL,TOR,Draft Pick,2019 7th Round,,conditional
2018-19,2018-10-01-TOR-DAL,2018-10-01,TOR / DAL,DAL,Player,Connor Carrick,RD,
2018-19,2018-10-01-STL-EDM,2018-10-01,STL / EDM,STL,Player,Jakub Jerabek,LD,
2018-19,2018-10-01-STL-EDM,2018-10-01,STL / EDM,EDM,Draft Pick,2020 6th Round,,conditional
2018-19,2018-10-01-MTL-CGY,2018-10-01,MTL / CGY,MTL,Player,Brett Kulak,LD,
2018-19,2018-10-01-MTL-CGY,2018-10-01,MTL / CGY,CGY,Player,Rinat Valiev,LD,
2018-19,2018-10-01-MTL-CGY,2018-10-01,MTL / CGY,CGY,Player,Matt Taormina,LD,
2018-19,2018-10-01-BUF-NSH,2018-10-01,BUF / NSH,BUF,Player,Jack Dougherty,RD,
2018-19,2018-10-01-BUF-NSH,2018-10-01,BUF / NSH,NSH,Player,Nicholas Baptiste,RW,
2018-19,2018-09-13-SJS-OTT,2018-09-13,SJS / OTT,SJS,Player,Francis Perron,LW,
2018-19,2018-09-13-SJS-OTT,2018-09-13,SJS / OTT,SJS,Player,Erik Karlsson,RD,
2018-19,2018-09-13-SJS-OTT,2018-09-13,SJS / OTT,OTT,Player,Dylan DeMelo,RD,
2018-19,2018-09-13-SJS-OTT,2018-09-13,SJS / OTT,OTT,Draft Pick,2020 1st Round,,conditional
2018-19,2018-09-13-SJS-OTT,2018-09-13,SJS / OTT,OTT,Draft Pick,2021 2nd Round,,conditional
2018-19,2018-09-13-SJS-OTT,2018-09-13,SJS / OTT,OTT,Player,Josh Norris,C,
2018-19,2018-09-13-SJS-OTT,2018-09-13,SJS / OTT,OTT,Player,Rudolfs Balcers,LW,
2018-19,2018-09-13-SJS-OTT,2018-09-13,SJS / OTT,OTT,Draft Pick,2022 1st Round,,conditional
2018-19,2018-09-13-SJS-OTT,2018-09-13,SJS / OTT,OTT,Draft Pick,2019 2nd Round,,
2018-19,2018-09-13-SJS-OTT,2018-09-13,SJS / OTT,OTT,Player,Chris Tierney,C,
2018-19,2018-09-11-BOS-NYR,2018-09-11,BOS / NYR,BOS,Draft Pick,2019 4th Round,,
